Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Measurements,Price,Data Url
210267-64,CUSHION,1.03,IF,I,EX,EX,EX,N,5.72-5.58×3.75,4993.69,
200781-157,CUSHION,1,VS2,G,EX,EX,EX,N,5.88-5.41×3.67,4994.60,
201218-134,CUSHION,1.2,SI1,D,VG,VG,GD,N,6.19-5.67×3.97,5000.80,
210217-31,CUSHION,1.51,VS1,K,VG,EX,EX,F,6.60-6.13×4.27,5002.00,
200764-730,CUSHION,1.01,SI1,F,EX,VG,VG,N,5.83-5.58×3.79,5002.73,
210350-116,CUSHION,1,VS2,H,EX,EX,VG,N,6.32-5.20×3.53,5005.46,
212073-223,CUSHION,1.2,VS2,I,VG,EX,VG,N,5.88-5.88×4.11,5009.13,
213074-84,CUSHION,1,VS1,H,VG,EX,VG,N,5.86-5.40×3.78,5029.70,
212073-173,CUSHION,1,SI1,H,VG,EX,VG,N,5.75-5.39×3.77,4007.66,
200715-157,CUSHION,1.8,VS1,FANCY,EX,EX,EX,ST,6.92-6.77×4.44,4007.88,
1660156,CUSHION,0.9,VS1,G,EX,EX,VG,ST,5.50-5.31×3.60,4007.99,
1667125,CUSHION,0.9,VS1,G,EX,EX,VG,M,5.78-5.25×3.55,4007.99,
211007-740,CUSHION,1.01,VVS1,J,EX,EX,EX,N,5.90-5.56×3.72,4011.70,
200742-36,CUSHION,1.21,SI2,F,EX,EX,EX,N,6.26-5.88×4.00,4012.24,
1794019,CUSHION,0.9,VS2,H,EX,EX,EX,N,5.75-5.23×3.54,4012.80,
1663183,CUSHION,0.95,VS1,I,EX,EX,VG,N,6.33-5.16×3.51,4022.17,
1795563,CUSHION,0.92,VS2,H,VG,EX,VG,N,5.78-5.20×3.62,4028.10,
202237-302,CUSHION,1.2,SI1,I,EX,EX,VG,F,5.97-5.82×3.95,4029.32,
210001-1132,CUSHION,1,SI1,I,EX,EX,EX,N,5.79-5.46×3.72,4030.43,
210441-54,CUSHION,1.01,SI2,G,EX,EX,EX,N,5.88-5.50×3.73,4031.17,
212041-804,CUSHION,1,VS1,I,EX,EX,VG,F,5.70-5.46×3.72,4033.90,
210447-27,CUSHION,1.19,SI2,F,EX,VG,VG,N,6.05-5.84×3.94,4034.10,
212059-262,CUSHION,1.01,VS1,I,EX,EX,VG,F,5.85-5.37×3.65,4036.32,
211099-261,CUSHION,1.02,SI1,F,EX,EX,EX,N,5.66-5.64×3.81,4828.62,
200787-481,CUSHION,1.57,SI2,K,EX,EX,EX,N,6.61-6.45×4.36,4829.50,
201229-117,CUSHION,1.02,VS2,G,EX,EX,EX,F,6.07-5.54×3.76,4833.72,
1665770,CUSHION,0.91,VVS2,D,EX,EX,EX,ST,6.24-5.00×3.39,4837.05,
200650-48,CUSHION,1.01,VS1,G,EX,EX,VG,F,5.66-5.55×3.77,4838.19,
211153-70,CUSHION,1.03,VS2,G,EX,EX,VG,M,5.97-5.57×3.73,4839.80,
211099-265,CUSHION,1.01,VS2,H,EX,VG,VG,N,5.88-5.58×3.80,4844.01,
201231-130,CUSHION,1.2,VVS2,I,VG,EX,VG,M,5.90-5.81×4.07,4849.50,
210041-544,CUSHION,1.61,VVS2,W-X,EX,EX,EX,N,6.49-6.30×4.27,4854.47,
Eco Diamond LG200871,CUSHION,1.52,SI1,F,EX,EX,EX,N,6.69X6.63X4.42,4854.82,
201251-139,CUSHION,1.03,SI1,F,EX,EX,EX,N,6.08-5.54×3.74,4856.94,
200656-901,CUSHION,1.2,SI2,D,EX,EX,VG,N,6.29-5.77×3.91,4858.12,
210048-227,CUSHION,1.01,VS2,H,EX,EX,EX,F,6.14-5.32×3.62,4861.10,
201200-582,CUSHION,1.2,SI2,H,EX,EX,VG,F,6.68-5.69×3.77,4861.95,
201163-324,CUSHION,1.2,SI1,D,EX,EX,VG,M,6.17-5.81×3.95,4861.95,
210030-216,CUSHION,0.96,SI1,F,EX,EX,VG,N,5.86-5.45×3.60,4324.44,
210492-7,CUSHION,1.01,VS1,I,EX,EX,EX,N,5.98-5.44×3.68,4331.75,
200771-446,CUSHION,1.2,I1,D,VG,EX,VG,M,6.37-5.73×3.80,4338.46,
210544-13,CUSHION,1,SI1,H,EX,EX,EX,N,5.64-5.59×3.72,4338.90,
200752-38,CUSHION,0.96,VS2,G,VG,EX,VG,N,5.87-5.30×3.61,4340.03,
200705-4,CUSHION,6.02,VS2,FANCY,EX,EX,VG,F,9.98-9.85×6.66,48445.27,
200704-11,CUSHION,3.02,VVS2,D,EX,EX,EX,M,8.29-8.07×5.47,49075.34,
200807-308,CUSHION,3.02,VS2,D,EX,EX,EX,F,8.61-7.83×5.30,49149.09,
200705-12,CUSHION,3.11,VVS1,FANCY,EX,EX,VG,N,8.06-7.87×5.35,49865.46,
201196-17,CUSHION,3,VVS1,D,EX,EX,EX,ST,8.33-8.03×5.32,52929.74,
200803-42,CUSHION,3.2,VS1,F,VG,EX,EX,N,8.52-8.35×5.82,55408.52,
201127-85,CUSHION,4.01,VS2,E,EX,EX,VG,ST,9.34-8.70×5.76,64580.56,
200518-333,CUSHION,4.01,VS2,G,EX,EX,EX,M,9.42-8.98×6.07,64733.52,
201037-161,CUSHION,3.09,FL,E,EX,EX,EX,F,8.61-8.23×5.36,64896.07,
1754997,CUSHION,0.91,I1,FANCY,EX,EX,VG,N,5.50-5.22×3.51,67570.37,
201196-11,CUSHION,4,VVS2,G,EX,VG,VG,M,9.21-8.59×5.84,67616.14,
200705-2,CUSHION,4.05,VS1,FANCY,EX,EX,VG,N,9.27-8.28×5.79,68738.52,
200705-16,CUSHION,4.16,VVS1,FANCY,EX,EX,VG,N,9.93-8.33×5.67,70749.53,
NY180424-54,CUSHION,4,VS2,H,EX,EX,EX,N,9.21-8.61×5.84,74875.06,
201196-1,CUSHION,4.02,VS2,D,VG,EX,VG,M,9.63-8.38×5.83,76147.68,
202242-283,CUSHION,1.5,SI2,G,EX,EX,VG,N,6.52-6.25×4.24,7832.91,
210433-207,CUSHION,1.73,VVS2,FANCY,EX,VG,VG,M,6.66-6.39×4.44,7833.56,
200793-1241,CUSHION,1.51,SI2,I,EX,EX,EX,N,6.71-6.31×4.27,7834.67,
210310-91,CUSHION,1.32,SI1,H,EX,EX,EX,N,6.75-5.90×3.99,7848.41,
211141-288,CUSHION,1.5,SI2,F,EX,EX,VG,N,7.28-5.99×4.06,7878.44,
210214-162,CUSHION,1.02,IF,D,EX,EX,EX,ST,5.96-5.49×3.72,7891.49,
200648-10,CUSHION,1.72,SI2,FANCY,EX,EX,VG,F,6.51-6.51×4.41,7898.48,
201205-444,CUSHION,2.03,VVS2,FANCY,EX,EX,VG,M,6.97-6.94×4.65,7903.76,
Eco Diamond LG200815,CUSHION,1.84,VVS2,F,EX,EX,EX,N,7.00X6.79X4.52,7922.80,
Eco Diamond LG200817,CUSHION,1.7,VVS1,E,EX,EX,EX,N,7.04X6.82X4.51,7931.24,
201235-250,CUSHION,1.51,SI2,H,VG,EX,GD,N,6.67-6.35×4.37,7951.83,
211146-35,CUSHION,2,SI2,J,EX,VG,VG,N,8.25-6.60×4.43,7960.77,
211015-82,CUSHION,1.2,VS1,G,EX,EX,VG,N,6.53-5.65×3.84,7974.06,
201231-139,CUSHION,1.2,VS1,G,EX,EX,VG,N,6.06-5.86×3.98,7974.06,
201199-30,CUSHION,1.4,VS1,E,EX,EX,VG,VS,6.95-5.86×3.98,8003.01,
201203-162,CUSHION,2,SI1,D,EX,EX,EX,N,7.78-6.76×4.53,17787.42,
201225-409,CUSHION,2,SI1,F,EX,EX,VG,N,7.25-7.07×4.76,17875.20,
200730-25,CUSHION,2.01,VS2,H,EX,EX,EX,N,7.33-7.32×4.91,18024.06,
200453-275,CUSHION,3.53,IF,FANCY,EX,EX,EX,N,8.35-8.33×5.61,18054.65,
200453-252,CUSHION,2,VS2,E,EX,EX,EX,M,7.39-6.97×4.72,18073.74,
210035-241,CUSHION,2.01,VS2,H,VG,EX,EX,N,7.31-7.22×4.96,18439.82,
200733-98,CUSHION,2.01,SI1,G,EX,EX,EX,N,7.97-6.93×4.68,18524.37,
201235-310,CUSHION,1.71,VVS2,D,EX,EX,EX,N,7.73-6.70×4.23,18681.64,
210331-139,CUSHION,1.89,VS2,G,VG,EX,EX,N,7.34-6.58×4.57,18728.41,
210041-538,CUSHION,1.81,VVS1,FANCY,EX,EX,VG,N,6.78-6.59×4.47,18729.27,
210678-242,CUSHION,1.9,SI1,E,VG,EX,EX,N,7.03-6.81×4.74,18762.07,
201199-9,CUSHION,2,VS2,D,EX,EX,VG,M,7.06-7.03×4.77,19164.77,
210387-29,CUSHION,1.9,SI1,D,EX,EX,EX,F,7.35-6.72×4.57,19184.02,
210544-148,CUSHION,2,VS1,G,EX,EX,EX,ST,7.66-6.65×4.52,19277.86,
210407-286,CUSHION,2.5,VS1,FANCY,EX,EX,VG,N,7.36-7.31×4.91,19531.20,
210035-119,CUSHION,2.01,SI2,I,VG,VG,VG,N,7.36-6.78×4.74,11445.17,
211067-105,CUSHION,1.2,SI1,I,EX,EX,VG,N,6.01-5.86×3.96,5744.23,
211003-1076,CUSHION,1.32,IF,D,EX,EX,EX,VS,6.42-6.03×4.04,11502.51,
211142-188,CUSHION,1.91,SI1,FANCY,EX,EX,EX,ST,7.21-6.52×4.51,11574.89,
210452-256,CUSHION,1.29,VVS1,F,VG,VG,EX,N,6.30-5.90×4.09,11584.19,
211007-21,CUSHION,2,VS1,FANCY,EX,EX,VG,M,7.12-6.84×4.63,11586.96,
210041-478,CUSHION,2.01,VS1,FANCY,VG,EX,VG,N,6.79-6.72×4.67,11643.30,
Eco Diamond LG200833,CUSHION,2.02,VVS2,E,EX,EX,EX,N,7.44X7.27X4.82,11662.87,
210217-30,CUSHION,1.79,VS2,H,VG,EX,EX,M,6.67-6.56×4.59,11713.93,
211057-137,CUSHION,1.06,IF,D,EX,EX,EX,N,6.63-5.33×3.61,11736.56,
210676-55,CUSHION,1.52,SI1,G,VG,EX,EX,N,7.13-5.96×4.15,11750.81,
210041-359,CUSHION,2.03,VS1,FANCY,EX,EX,VG,N,7.21-6.75×4.58,11755.98,
211096-235,CUSHION,2,VS1,K,EX,EX,VG,N,7.18-7.06×4.80,11775.25,
200784-205,CUSHION,2,SI2,I,VG,EX,EX,N,7.48-6.60×4.61,11775.93,
203212-307,CUSHION,1.7,VS2,G,VG,EX,EX,N,6.99-6.36×4.46,11917.48,
201241-203,CUSHION,2,SI2,I,EX,EX,VG,F,7.10-7.09×4.82,11968.98,
210105-629,CUSHION,2.19,IF,E,EX,EX,EX,N,7.93-6.88×4.69,35945.05,
210155-92,CUSHION,3,VS2,H,VG,EX,EX,F,7.86-7.85×5.49,36621.31,
210361-167,CUSHION,2.4,VVS2,F,VG,EX,EX,N,7.58-7.22×5.07,36787.55,
211010-25,CUSHION,3.03,VS1,I,EX,EX,EX,N,9.14-7.67×5.20,37753.27,
200802-42,CUSHION,4,VVS1,FANCY,VG,EX,GD,N,10.11-7.86×5.47,38501.90,
211135-81,CUSHION,3.01,VS2,F,EX,EX,EX,ST,8.21-7.86×5.32,38507.88,
200802-35,CUSHION,4.01,SI1,FANCY,EX,EX,VG,N,10.10-7.87×5.33,38597.36,
210325-1,CUSHION,3,SI1,H,EX,EX,EX,N,8.33-7.81×5.30,39433.29,
200399-28,CUSHION,5.01,I2,FANCY,EX,EX,VG,F,9.61-9.36×6.34,39531.39,
201196-18,CUSHION,3.02,VVS1,H,EX,EX,EX,ST,8.94-7.67×5.20,39944.72,
200498-62,CUSHION,3.51,VS2,FANCY,EX,EX,EX,F,9.00-8.09×5.35,41056.65,
210042-119,CUSHION,2.39,VVS2,D,VG,EX,EX,N,7.64-7.37×5.13,41142.29,
200652-17,CUSHION,2.51,VVS1,F,EX,EX,EX,N,8.93-7.37×4.94,41564.56,
201082-7,CUSHION,5.01,SI2,L,EX,EX,EX,N,9.94-9.72×6.35,41719.09,
210587-99,CUSHION,3.01,VS2,FANCY,EX,EX,EX,M,7.87-7.67×5.30,41745.97,
200800-190,CUSHION,1.9,SI1,I,EX,EX,EX,N,6.98-6.79×4.61,12627.71,
201239-80,CUSHION,2,SI1,I,GD,EX,VG,N,7.09-6.76×4.71,12696.18,
200442-37,CUSHION,2,SI2,G,EX,EX,EX,N,7.45-6.87×4.64,12820.09,
200730-28,CUSHION,1.51,VS2,F,EX,EX,VG,N,6.62-6.54×4.44,12892.04,
211107-327,CUSHION,1.7,SI1,F,EX,EX,EX,N,6.88-6.61×4.50,12916.46,
211123-14,CUSHION,2,VS1,J,VG,EX,VG,M,6.98-6.89×4.77,12989.62,
210036-53,CUSHION,2.7,VS2,FANCY,EX,EX,VG,N,7.82-7.72×5.18,12996.87,
211012-71,CUSHION,3,VVS1,W-X,EX,EX,EX,M,8.23-7.98×5.09,12997.82,
200705-21,CUSHION,3.02,VVS2,W-X,EX,EX,EX,N,9.00-7.50×5.07,13019.69,
210407-149,CUSHION,2.5,VVS2,FANCY,VG,VG,VG,N,7.23-7.21×5.13,13084.50,
201252-82,CUSHION,2.01,VVS2,J,EX,EX,EX,ST,7.25-7.01×4.76,13092.02,
200722-12,CUSHION,1.7,SI1,H,EX,EX,EX,N,6.90-6.75×4.55,13164.25,
200772-103,CUSHION,1.51,VVS2,F,EX,EX,EX,M,6.61-6.52×4.43,13219.49,
201195-4,CUSHION,1.7,VS1,F,VG,EX,EX,M,7.41-6.25×4.36,13223.02,
200774-47,CUSHION,1.7,VS1,F,EX,EX,VG,M,7.38-6.90×4.29,13262.90,
201199-96,CUSHION,2,IF,D,EX,EX,VG,ST,8.15-6.53×4.42,29832.43,
212052-1,CUSHION,2.5,SI1,F,VG,EX,VG,N,8.14-7.15×4.98,30238.26,
200763-184,CUSHION,2.2,VS1,D,EX,EX,EX,F,8.29-7.19×4.79,30427.92,
210504-360,CUSHION,2.4,VS2,G,EX,EX,EX,N,7.59-7.38×5.00,30474.04,
200712-296,CUSHION,2.01,IF,D,EX,EX,EX,M,7.87-6.64×4.51,30806.38,
201223-84,CUSHION,2.39,VS2,F,EX,EX,VG,N,7.71-7.59×5.12,30949.54,
200723-27,CUSHION,2.33,VVS1,G,EX,EX,EX,N,7.62-7.38×4.99,31512.41,
1799924,EMERALD,0.3,SI1,J,VG,EX,GD,F,4.32-3.27×2.25,588.97,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-351/
1800669,EMERALD,0.3,VS1,L,EX,EX,VG,N,4.40-3.33×2.25,616.85,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-357/
1799925,EMERALD,0.35,SI1,M,EX,GD,GD,N,4.71-3.56×2.37,622.53,https://capitalwholesalediamonds.com/product/0-35-ct-emerald-28/
1800690,EMERALD,0.3,SI1,K,EX,EX,VG,F,4.75-3.28×2.01,628.53,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-356/
1800668,EMERALD,0.3,VS1,K,VG,VG,GD,N,4.60-3.25×2.13,642.22,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-352/
1787850,EMERALD,0.3,VS2,K,VG,EX,VG,N,4.46-3.35×2.24,645.28,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-354/
1791763,EMERALD,0.3,VS2,K,EX,VG,GD,F,4.49-3.34×2.12,649.84,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-355/
1800689,EMERALD,0.33,SI1,K,EX,GD,FR,N,4.59-3.43×2.37,653.12,https://capitalwholesalediamonds.com/product/0-33-ct-emerald-69/
1799909,EMERALD,0.32,VS2,J,EX,GD,GD,M,4.52-3.23×2.30,656.53,https://capitalwholesalediamonds.com/product/0-32-ct-emerald-99/
1799872,EMERALD,0.3,VS1,K,VG,VG,VG,F,4.44-3.12×2.16,660.47,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-353/
1794396,EMERALD,0.32,VVS2,M,EX,VG,GD,N,4.50-3.27×2.21,662.50,https://capitalwholesalediamonds.com/product/0-32-ct-emerald-100/
1787851,EMERALD,0.33,VS2,L,EX,EX,VG,N,4.95-3.31×2.17,672.62,https://capitalwholesalediamonds.com/product/0-33-ct-emerald-70/
1798600,EMERALD,0.31,VVS2,K,EX,EX,GD,N,4.52-3.33×2.23,677.49,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-159/
1799910,EMERALD,0.31,VS2,K,EX,VG,GD,N,5.04-3.37×1.92,684.84,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-160/
1791762,EMERALD,0.33,VS2,K,EX,EX,VG,N,4.66-3.39×2.27,700.00,https://capitalwholesalediamonds.com/product/0-33-ct-emerald-68/
1789865,EMERALD,0.3,VVS2,J,VG,VG,VG,F,4.47-3.24×2.20,723.84,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-350/
1791050,EMERALD,0.35,VS1,K,EX,VG,VG,N,4.72-3.34×2.26,727.26,https://capitalwholesalediamonds.com/product/0-35-ct-emerald-27/
1789881,EMERALD,0.3,VS2,I,VG,EX,GD,N,4.40-3.09×2.27,736.01,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-345/
1789882,EMERALD,0.3,VS2,I,VG,EX,GD,N,4.41-3.36×2.27,736.01,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-346/
1798529,EMERALD,0.4,VVS2,M,EX,VG,GD,N,4.91-3.60×2.45,736.16,https://capitalwholesalediamonds.com/product/0-4-ct-emerald-361/
1795796,EMERALD,0.3,VS2,I,VG,VG,VG,M,4.24-3.23×2.29,738.02,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-349/
1791007,EMERALD,0.5,VS2,N,VG,EX,VG,ST,5.47-3.71×2.56,744.45,https://capitalwholesalediamonds.com/product/0-5-ct-emerald-1206/
1791033,EMERALD,0.33,IF,K,EX,EX,GD,N,4.56-3.38×2.29,749.58,https://capitalwholesalediamonds.com/product/0-33-ct-emerald-67/
1785119,EMERALD,0.31,VS2,I,VG,EX,GD,F,4.56-3.33×2.16,755.06,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-158/
1797255,EMERALD,0.34,VVS2,K,EX,EX,VG,N,4.63-3.31×2.26,755.16,https://capitalwholesalediamonds.com/product/0-34-ct-emerald-38/
1793136,EMERALD,0.31,SI2,G,EX,VG,VG,F,4.77-3.26×2.02,761.35,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-141/
1791761,EMERALD,0.31,VS2,I,EX,EX,VG,M,4.49-3.30×2.23,761.35,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-157/
1795799,EMERALD,0.3,SI2,G,VG,EX,GD,N,4.49-3.40×2.10,761.87,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-318/
1779823,EMERALD,0.31,SI2,E,EX,EX,GD,N,5.04-3.08×2.02,765.54,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-80/
1778532,EMERALD,0.3,VS1,I,VG,EX,GD,N,4.44-3.26×2.26,767.46,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-340/
1771247,EMERALD,0.3,SI1,F,VG,EX,FR,F,4.52-3.41×2.11,776.59,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-263/
1745105,EMERALD,0.36,VVS2,I,EX,GD,FR,N,4.69-3.70×2.32,777.33,https://capitalwholesalediamonds.com/product/0-36-ct-emerald-14/
1785126,EMERALD,0.3,SI1,H,VG,EX,VG,N,4.38-3.31×2.22,787.78,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-335/
1778539,EMERALD,0.3,SI1,E,VG,GD,GD,N,4.81-3.09×2.08,864.79,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-152/
1769561,EMERALD,0.3,SI1,D,VG,EX,VG,F,4.76-3.30×1.95,864.79,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-530/
1322822,EMERALD,0.29,VS2,E,EX,EX,VG,N,4.80-3.05×2.05,864.91,https://capitalwholesalediamonds.com/product/0-29-ct-emerald-4/
1800597,EMERALD,0.5,VVS1,N,VG,VG,GD,F,5.39-3.68×2.55,865.28,https://capitalwholesalediamonds.com/product/0-5-ct-emerald-1205/
1793100,EMERALD,0.41,VS2,K,VG,VG,VG,N,5.31-3.52×2.13,865.36,https://capitalwholesalediamonds.com/product/0-41-ct-emerald-148/
1794408,EMERALD,0.31,VS1,I,EX,EX,GD,N,4.52-3.25×2.22,865.62,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-156/
1795773,EMERALD,0.34,VVS2,I,EX,EX,GD,F,5.01-3.27×2.08,866.68,https://capitalwholesalediamonds.com/product/0-34-ct-emerald-37/
1767883,EMERALD,0.3,SI1,E,VG,EX,VG,F,4.36-3.21×2.15,821.71,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-153/
1799824,EMERALD,0.3,VVS2,I,EX,EX,VG,N,4.78-3.11×2.04,867.38,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-337/
1774231,EMERALD,0.3,VVS2,I,EX,EX,VG,N,4.50-3.29×2.16,822.73,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-338/
1783741,EMERALD,0.4,VS1,K,EX,EX,GD,N,5.03-3.58×2.34,868.03,https://capitalwholesalediamonds.com/product/0-4-ct-emerald-358/
1669519,EMERALD,0.58,SI2,M,VG,GD,VG,F,5.42-4.08×2.75,824.15,https://capitalwholesalediamonds.com/product/0-58-ct-emerald-7/
1785121,EMERALD,0.3,SI1,D,EX,VG,VG,M,4.69-3.29×2.03,868.32,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-531/
1531980,EMERALD,0.52,VVS2,N,EX,EX,EX,N,5.78-3.72×2.44,825.06,https://capitalwholesalediamonds.com/product/0-52-ct-emerald-63/
1785122,EMERALD,0.3,SI1,D,VG,VG,GD,F,4.71-3.05×2.06,868.32,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-533/
1798621,EMERALD,0.31,SI1,H,EX,VG,GD,N,4.85-3.15×2.05,825.78,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-154/
1781324,EMERALD,0.3,VS1,I,EX,EX,VG,N,4.63-3.23×2.23,868.37,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-344/
1799907,EMERALD,0.3,VS2,I,EX,EX,EX,N,4.90-3.16×1.96,827.27,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-348/
1799926,EMERALD,0.29,VS2,D,GD,VG,GD,N,4.31-3.26×2.22,869.30,https://capitalwholesalediamonds.com/product/0-29-ct-emerald-10/
1795774,EMERALD,0.32,VVS2,I,VG,EX,GD,F,4.88-3.29×2.13,828.02,https://capitalwholesalediamonds.com/product/0-32-ct-emerald-93/
1785125,EMERALD,0.3,SI1,G,VG,VG,GD,F,4.44-3.21×2.20,870.35,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-315/
1793135,EMERALD,0.3,SI2,E,VG,EX,GD,N,4.48-3.30×2.21,829.32,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-154/
1785124,EMERALD,0.3,SI1,F,VG,VG,GD,N,4.59-3.31×2.07,871.87,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-268/
1799788,EMERALD,0.41,VS2,L,EX,EX,VG,M,5.34-3.49×2.24,834.12,https://capitalwholesalediamonds.com/product/0-41-ct-emerald-150/
1799871,EMERALD,0.3,VS1,I,VG,VG,VG,N,4.77-3.17×1.98,874.44,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-343/
1791764,EMERALD,0.3,SI1,F,VG,GD,GD,N,4.39-3.46×2.04,835.37,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-265/
1783806,EMERALD,0.3,VS2,G,GD,EX,GD,N,4.26-3.24×2.30,875.99,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-303/
1781336,EMERALD,0.3,SI1,E,EX,VG,GD,N,4.51-3.33×2.31,837.46,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-149/
1782707,EMERALD,0.33,IF,I,EX,VG,GD,N,4.98-3.20×2.12,876.25,https://capitalwholesalediamonds.com/product/0-33-ct-emerald-63/
1782727,EMERALD,0.3,VVS2,I,EX,EX,VG,N,4.62-3.22×2.12,837.92,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-339/
1779820,EMERALD,0.3,VS2,F,GD,VG,GD,N,4.31-3.26×2.26,876.52,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-252/
1763943,EMERALD,0.38,VS2,I,EX,EX,GD,N,4.90-3.61×2.37,838.31,https://capitalwholesalediamonds.com/product/0-38-ct-emerald-10/
1791060,EMERALD,0.3,SI1,D,VG,VG,FR,N,4.33-3.16×2.21,876.52,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-527/
1793122,EMERALD,0.3,VS1,I,VG,EX,VG,N,4.48-3.38×2.20,838.92,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-342/
1750231,EMERALD,0.31,VVS2,D,EX,GD,GD,F,4.63-3.53×2.16,876.60,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-179/
1782708,EMERALD,0.3,IF,I,EX,EX,VG,N,4.48-3.30×2.17,842.48,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-336/
1763939,EMERALD,0.31,VS2,E,EX,EX,VG,M,4.72-3.21×2.17,877.13,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-64/
1799825,EMERALD,0.38,VVS2,J,EX,GD,GD,F,5.02-3.78×2.47,844.70,https://capitalwholesalediamonds.com/product/0-38-ct-emerald-12/
1763935,EMERALD,0.3,VS2,D,GD,VG,FR,N,4.58-3.11×2.19,877.45,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-492/
1781341,EMERALD,0.34,SI1,H,EX,EX,GD,N,4.65-3.41×2.30,847.15,https://capitalwholesalediamonds.com/product/0-34-ct-emerald-36/
1798574,EMERALD,0.31,VVS1,I,EX,EX,VG,N,4.81-3.13×2.01,877.65,https://capitalwholesalediamonds.com/product/0-31-ct-emerald-155/
1746078,EMERALD,0.3,VS2,F,VG,VG,VG,N,4.26-3.22×2.29,849.11,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-238/
1762874,EMERALD,0.33,VS1,H,EX,EX,VG,F,4.94-3.23×2.13,877.85,https://capitalwholesalediamonds.com/product/0-33-ct-emerald-61/
1765028,EMERALD,0.3,SI1,F,EX,EX,VG,N,4.36-3.23×2.20,849.60,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-260/
1791737,EMERALD,0.42,VS2,K,EX,EX,GD,F,4.91-3.63×2.43,878.23,https://capitalwholesalediamonds.com/product/0-42-ct-emerald-76/
1787854,EMERALD,0.29,VS2,G,GD,VG,GD,N,4.66-3.22×2.09,849.70,https://capitalwholesalediamonds.com/product/0-29-ct-emerald-7/
1781337,EMERALD,0.39,SI1,F,VG,EX,GD,M,5.34-3.54×2.19,878.50,https://capitalwholesalediamonds.com/product/0-39-ct-emerald-4/
1636190,EMERALD,0.5,SI2,L,EX,EX,VG,N,5.32-3.91×2.56,849.80,https://capitalwholesalediamonds.com/product/0-5-ct-emerald-384/
1800685,EMERALD,0.3,VS2,G,VG,VG,FR,N,4.43-3.15×2.19,878.99,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-305/
1730663,EMERALD,0.29,VS2,E,VG,GD,GD,N,4.47-3.23×2.22,851.66,https://capitalwholesalediamonds.com/product/0-29-ct-emerald-5/
1787830,EMERALD,0.32,VVS1,J,EX,EX,VG,N,4.96-3.27×2.06,851.78,https://capitalwholesalediamonds.com/product/0-32-ct-emerald-96/
1791065,EMERALD,0.3,SI1,F,VG,VG,GD,N,4.78-3.23×1.99,879.02,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-261/
1795798,EMERALD,0.3,SI1,D,EX,VG,VG,N,4.50-3.36×2.20,853.67,https://capitalwholesalediamonds.com/product/0-3-ct-emerald-522/
